Census Block Group,Median Household Income,Low Income Population,Median Property Value,Vacancy Rate,Low to Moderate Income Population,Owner Occupancy Rate,Unemployment Rate,Low Moderate and Medium Income Population,Population,Educational Attainment: Population with at least a High School Degree or GED
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
County 209 Tract 041300 Block Group 2,26278,55.31914894,40400,19,83.68794326,48,0,90.78014184,713,75
